candidate,published_at,company_code,views,comment,title
치명적인,2024-03-31 22:57:00,048410,711,4,●■일본에서 급속히 확산되고 있는 치명적인 감염인 연쇄구균 독성쇼크증후군■●
치명적인,2024-02-29 23:50:00,090460,1179,2,이회장이 치명적인 암이라는 말이 사실인가요
치명적인,2020-08-31 23:38:00,019170,457,2,신풍 치명적인 악재는 알고 떠드냐?
치명적인,2024-10-31 23:23:00,122870,76,0,양현석 아이큐가 치명적인이유
질본,2021-12-31 20:41:00,068270,1065,14,같잖은 식약처 개질본은
질본,2020-07-31 23:35:00,019170,762,8,곧 7일안에 긴급승인 질본 브리핑 나옴
질본,2021-07-31 22:51:00,068270,1213,3,질본/식약처 책임
질본,2020-07-31 23:44:00,019170,726,4,"고대,질본,신풍이 미쳤냐?-----"
질본,2020-02-29 21:33:00,059090,841,3,질본승인
질본,2020-05-31 22:47:00,003000,1000,2,질본
질본,2021-07-31 22:38:00,019170,571,2,■■ 질본청
질본,2020-07-31 23:34:00,019170,230,1,질본 믿어라
문대통령은,2021-05-31 23:23:00,001440,637,9,문대통령은 연임되어야한다
문대통령은,2021-05-31 23:18:00,034020,463,9,문대통령은 연임되어야한다
문대통령은,2021-05-31 23:27:00,003920,371,9,문대통령은 연임되어야한다
문대통령은,2021-05-31 23:34:00,079160,510,4,문대통령은 연임되어야한다
문대통령은,2021-05-31 23:15:00,248070,370,4,문대통령은 연임되어야한다
연임되어야한다,2021-05-31 23:23:00,001440,637,9,문대통령은 연임되어야한다
연임되어야한다,2021-05-31 23:18:00,034020,463,9,문대통령은 연임되어야한다
연임되어야한다,2021-05-31 23:27:00,003920,371,9,문대통령은 연임되어야한다
연임되어야한다,2021-05-31 23:34:00,079160,510,4,문대통령은 연임되어야한다
연임되어야한다,2021-05-31 23:15:00,248070,370,4,문대통령은 연임되어야한다
질문드립니다,2021-09-30 23:37:00,067630,1108,5,공매관련질문드립니다.
질문드립니다,2021-06-30 23:29:00,005290,1270,4,입문하려 자료 조사 중 찜찜한 부분이 있어 질문드립니다.
질문드립니다,2020-07-31 23:00:00,084650,1048,5,질문드립니다
질문드립니다,2020-07-31 23:34:00,005390,707,4,질문드립니다
질문드립니다,2021-12-31 20:11:00,039840,874,3,장기보유하신분들 질문드립니다
질문드립니다,2022-07-31 23:14:00,388050,783,2,주린이 질문드립니다 무증
원재료,2020-02-29 23:53:00,096530,681,8,원재료 50% 수입. 국내꺼를 늘린다?
원재료,2020-05-31 23:46:00,237690,1249,3,올리고핵산 원재료 아이오니스 GSK 6월납기 735만불
원재료,2020-02-29 23:45:00,096530,511,7,원재료 50% 수입이라는데도 ㄱ ㅐ 소리들만 하네.
원재료,2020-02-29 23:33:00,096530,484,7,원재료가 수입이라잖아. 이 닥 ㄷ ㅐ 가리들아.
원재료,2020-02-29 23:19:00,096530,651,4,원재료 50% 수입 전자공시보고
원재료,2020-02-29 23:25:00,096530,530,5,원재료 50%수입 어디냐? 로슈면 그야말로 악재.
원재료,2023-03-31 23:39:00,095500,1027,2,미나 바이셀을 위한 수산화리튬 원재료 구입처는? 
원재료,2021-08-31 23:47:00,018470,662,2,"[속보] 조일알미늄 주가 +8.06%↑…""롯데알미늄과 2차전지 양극박 원재료 공급 MOU 체결"""
원재료,2020-02-29 23:31:00,084650,780,0,원재료가 국산이라 승인 늦은 건가 ? 추측임
원재료,2023-04-30 23:13:00,005950,609,0,관건은 원재료가 비싼데
설명해줄께,2026-01-31 23:13:00,017670,5669,11,바보들아 sk텔레콤이 왜 텐버거 예약인지 자세히 설명해줄께. 잘보고 장투해라.
설명해줄께,2025-01-31 21:42:00,108490,1021,3,공시 두개 내용 설명해줄께
설명해줄께,2021-08-31 23:43:00,095700,725,3,자 ~  쉽게 설명해줄께 봐봐
설명해줄께,2022-02-28 22:49:00,117580,425,2,협상진행사항  설명해줄께~
몇프로,2021-04-30 22:57:00,112610,3522,5,어닝써프라이즈시 몇프로 상승 예상하시나요??
몇프로,2022-06-30 23:31:00,360750,1794,1,배당은 일년에 몇프로 주나요  몇번에 걸쳐서 대략
몇프로,2025-10-31 22:36:00,347850,711,4,에코프로 투경 맞고 고점대비 몇프로 떨어짐?
몇프로,2021-03-31 22:55:00,138040,583,3,지금 자사주 몇프로 매입 진행되었나요~?
몇프로,2025-07-31 21:52:00,051900,191,3,다들 -몇프로이신지
몇프로,2020-07-31 22:44:00,019170,225,1,이번에는 몇프로까짖올랐다가
몇프로,2024-04-30 22:45:00,406820,329,0,몇프로출발할까?
몇프로,2024-09-30 22:34:00,010130,225,0,수요일 갭몇프로?
의사파업,2020-08-31 23:51:00,035720,664,20,의사파업 지지 청원
의사파업,2020-08-31 23:49:00,019170,244,15,의사파업 지지 청원
의사파업,2020-08-31 23:48:00,011000,347,7,의사파업 지지 청원
의사파업,2020-08-31 23:46:00,034020,266,6,의사파업 청원
우한폐렴보다,2020-01-31 22:13:00,093370,2248,5,우한폐렴보다  ㄷ ㅓ큰 문재가 다가온다
우한폐렴보다,2020-01-31 22:24:00,003220,406,9,우한폐렴보다 실적
우한폐렴보다,2020-01-31 22:52:00,001360,958,2,우한폐렴보다  ㄷ ㅓ큰 문재가 다가온다
우한폐렴보다,2020-01-31 22:05:00,000720,947,0,우한폐렴보다  ㄷ ㅓ큰 문재가 다가온다
쌍방울은,2022-03-31 22:44:00,136510,930,11,포기해라..쌍방울은 벌써 컨셉카 까지 발표했다.
쌍방울은,2022-05-31 22:25:00,001390,523,9,쌍방울은 돈이 없으니 FI들을 계속 더 늘릴건가보네요.
쌍방울은,2022-03-31 22:46:00,016600,735,4,포기해..쌍방울은 벌써 컨셉카 까지 발표했어..
쌍방울은,2021-06-30 22:53:00,102280,282,1,쌍방울은 이제
쌍방울은,2022-03-31 23:36:00,102280,115,1,에디슨모터스에비하면.쌍방울은10만원보고팝시다..
mmv,2020-08-31 23:15:00,019170,1323,7,"■■■■MMV,빌게이츠,UBS 작정하고 나섰네"
mmv,2020-08-31 23:37:00,019170,1108,2,남아공 임상 2상 승인 때문에 MMV 빌게이츠
mmv,2021-10-31 23:17:00,019170,901,2,ACT-Accelerator Strategic Plan & Budget 내용과 MMV
mmv,2020-08-31 23:27:00,019170,285,0,"ㅋㅋ 안티들 눈 튀어 나왔노? ㅎㅎ 남아공 임상, MMV 스폰이다~"
주가조작에,2023-04-30 23:18:00,145210,1417,6,다이나믹도 주가조작에 연류된건 아니겟지?
주가조작에,2022-04-30 23:55:00,052690,545,6,아니 ㅋ 벌레들은 주가조작에  대해
주가조작에,2020-09-30 22:36:00,064520,2694,0,주가조작에 전형적인 케이스
주가조작에,2022-04-30 23:12:00,052690,393,1,아니 ㅋ 벌레들은 주가조작에  대해
dx,2023-07-31 23:27:00,022100,1360,6,포스코 DX 덕분에 X7 계약 했습니다.
dx,2023-12-31 23:28:00,022100,991,4,포스코Dx 수준
dx,2025-12-31 21:25:00,022100,1113,3,포스코 dx.  이넘. 7만원 까지봄
dx,2023-08-31 23:19:00,047050,571,4,■■■아무래도 포스코DX쪽으로 메이져들이 집결하고 있는것같아!!!
dx,2023-07-31 23:48:00,022100,1354,1,DX 형들
dx,2023-08-31 23:37:00,022100,1164,1,포스코dx
dx,2024-05-31 23:18:00,033230,749,2,Dxvx  2600원유증결정 후 2700원대추락
dx,2025-02-28 22:03:00,247540,394,3,에코프로 에코프로비엠 LG엔솔 포스코DX 이 4개 대차거래잔고 엄청증가하는중
dx,2023-12-31 22:17:00,022100,395,2,정든DX...엠텍이도.홀딩스도 ㅡ
dx,2024-05-31 22:29:00,022100,562,1,포스코dx 소문들었다
임상은,2020-08-31 22:56:00,068270,941,9,후진국..임상은 퀄리티가 떨어진다..
임상은,2023-03-31 23:46:00,016790,545,8,"임상은 성공입니다. 의심의 여지 없이,.."
임상은,2020-09-30 21:52:00,082800,952,4,비보존 미국 임상은 실패지?
임상은,2021-08-31 23:47:00,038530,491,2,@@@임상은 골드퍼시픽 자회사가 주도하고있음.
주주명부,2020-12-31 23:43:00,064550,1746,4,주주명부 폐쇄와 30일장 동시호가 55000주 시장가매도의 상관관계
주주명부,2023-01-31 23:16:00,205470,791,9,미래는 실패했다.주주명부 취하 ㅋㅋ 걱정마!  제4렬도
주주명부,2021-03-31 23:56:00,042670,1533,3,주주명부 폐쇄일 4/5
주주명부,2021-08-31 23:52:00,137310,481,3,뭔 대주주명부에
주주명부,2021-04-30 22:28:00,042670,877,1,5월13일 임시주총열리면 안건에 주주명부폐쇄되나요?
주주명부,2023-04-30 22:53:00,950130,477,0,주주명부열람 가처분건 심문기일이 5월10일에잡혔습니다.~(현재65만주)
주주명부,2026-02-06 15:56:00,126720,4,0,"[AI 요약] 수산인더스트리, 2026년 배당 계획 및 주주명부 폐쇄 결정 소식이에요📢"
김남국,2020-04-30 22:36:00,019590,1219,6,"2020. 4월 중순 현재 이 분들 보면 弔國子女가 오버랩? [이낙연 아들, 38세, 정신건강의학과 교수]☞..[김남국, 39세, 변호사]☞.."
김남국,2020-04-30 22:58:00,083310,1109,3,[2020총선] 주사파·사노맹戰士가 주인된 정치집단이 주인된..주사파·사노맹戰士의 꼭두각시? 이런 자도 국회의원?..김남국..
김남국,2020-05-31 21:57:00,078600,572,4,[2020총선] 주사파·사노맹戰士가 주인된 정치집단이 주인된..주사파·사노맹戰士의 꼭두각시? 이런 자도 국회의원?..김남국..
김남국,2020-04-30 22:44:00,058630,458,1,"김남국도 국회의원..유료팟캐스트(여성품평·성적비하,성희롱발언)..가족비리백과 弔國(사노맹戰士)..궤변적 옹호..중앙대?행정학과?→로스쿨?.."
김남국,2023-05-31 23:52:00,290690,219,0,여기가 김남국 관련대장주 나요
기다렸는데,2021-07-31 20:19:00,161890,1194,6,거진 10개월을 기다렸는데
기다렸는데,2022-04-30 22:43:00,011000,1366,2,17년을 기다렸는데 
기다렸는데,2021-11-30 23:07:00,003580,944,2,그래서 이거 언제 승인되나요?? 5개월 기다렸는데
기다렸는데,2025-02-28 22:47:00,005930,46,0,배터지게 먹고 55000원 기다렸는데 54000원대?
있어도,2026-01-31 22:40:00,027360,915,6,● 스페이스 x 지분 0.1%만  있어도 투자수익이 2조다 ㅎㅎ
있어도,2021-02-28 23:38:00,000270,1208,4,기아 현대 두개중에 에플하청하나 있어도좋지 않나....
있어도,2020-05-31 23:44:00,000100,911,4,좋은기사나 뉴스가있어도 안오르고 누른건
있어도,2020-03-31 23:47:00,252670,545,5,장기로 본다면  한달 가지고 있어도 되냐?
있어도,2024-07-31 23:57:00,195940,404,7,어따대고 실적이 있어도 안가? 팩트 자료다
있어도,2024-11-30 23:20:00,002320,722,0,주가 바닥인데   선수 5 억정도만있어도
있어도,2020-03-31 23:34:00,252670,362,0,이거 파생이라들고만있어도손해봄
있어도,2024-06-30 22:56:00,096770,32,4,지금 까지에있어도
있어도,2024-06-30 22:54:00,028300,31,3,지금 까지에있어도
있어도,2024-06-30 22:55:00,247540,26,3,지금 까지에있어도
2050년까지,2021-10-31 21:55:00,052690,967,5,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
2050년까지,2021-10-31 21:51:00,130660,779,4,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
2050년까지,2021-10-31 21:56:00,034020,1482,1,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
2050년까지,2022-10-31 23:58:00,348350,306,0,원전 해체 시장은 2031년부터 2050년까지 204조원 규모
6명,2024-01-31 22:51:00,005490,526,10,포홀회장후보 6명 프로필 평가!
6명,2021-02-28 22:01:00,068270,1135,3,화이자 백신 1병으로 6명 접종
6명,2025-04-30 23:00:00,004100,412,7,청년들16명 나왔는데 죄다 한동훈손들어줌
6명,2021-11-30 22:50:00,058110,679,3, [속보] '또 최다기록 깼다 1216명 증가…' 오후9시까지 3857명 확진
6명,2020-06-30 23:01:00,034940,895,2,[속보]美어린이 다기관염증증후군 환자 285명·사망 6명
6명,2024-05-31 22:37:00,090430,504,4,●특검'금투세.감사원'선거관리위 1200건 위법.문재인USB.북한송금.대장동.천안함46명피격 엔 불참 특검 안하고
6명,2023-10-31 22:47:00,011040,515,3,"""우리반 26명중 17명이 콜록""…초등생 독감, 1주새 58% 급증  "
6명,2022-05-31 21:33:00,005930,282,4,5월 13일날 윤석두 가온에서 6명이서 900만원어치 술 쳐먹었네.
6명,2020-05-31 23:04:00,005930,427,1,생존 활불 부처 재림예수만 76명..그중 전라도인만 52명
6명,2022-01-31 20:47:00,005930,420,1,[치료제 506명 투약]환자발생은 많고 1일1만명대 ㅡ>먹는치료제 대상은 별루고 (먹는치료제 복용에 따른 제약이 많이따라)
임박했나,2023-09-30 21:05:00,065450,1106,4,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
임박했나,2023-09-30 21:10:00,013810,3893,0,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
임박했나,2023-09-30 21:11:00,010820,1002,2,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
임박했나,2023-09-30 21:12:00,024740,230,1,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
도발중단,2023-09-30 21:05:00,065450,1106,4,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
도발중단,2023-09-30 21:10:00,013810,3893,0,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
도발중단,2023-09-30 21:11:00,010820,1002,2,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
도발중단,2023-09-30 21:12:00,024740,230,1,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
다자무대,2023-09-30 21:05:00,065450,1106,4,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
다자무대,2023-09-30 21:10:00,013810,3893,0,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
다자무대,2023-09-30 21:11:00,010820,1002,2,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
다자무대,2023-09-30 21:12:00,024740,230,1,北 7차 핵실험 임박했나...韓美日 “北 도발중단·비핵화 조치 촉구” 다자무대 첫 공동발표
100만원 1000일,2021-08-31 23:17:00,064550,1731,23,♤ 261일차 ♤ 株價 100만원 祈願 1000일 祈禱
100만원 1000일,2021-12-31 21:30:00,064550,1329,22,♤ 383일차 ♤ 株價 100만원 祈願   1000일 祈禱
100만원 1000일,2022-01-31 21:29:00,064550,968,18,♤ 414일차 ♤ 株價 100만원 祈願   1000일 祈禱
100만원 1000일,2021-07-31 21:24:00,064550,1294,12,♤ 230일차 ♤ 株價 100만원 祈願 1000일 祈禱
100만원 1000일,2022-12-31 21:29:00,064550,546,11,♤ 748일차 ♤ 株價 100만원 祈願 1000일 祈禱
주사파 사노맹,2020-04-30 22:58:00,083310,1109,3,[2020총선] 주사파·사노맹戰士가 주인된 정치집단이 주인된..주사파·사노맹戰士의 꼭두각시? 이런 자도 국회의원?..김남국..
주사파 사노맹,2020-04-30 22:56:00,037950,523,5,2020총선..문제人 남은 2년래..차기 짝퉁령은 주사파·사노맹戰士의 틀 속에서..대한민국폭망과 아울러 김정은의 무혈입성·남한적화도 예상..
주사파 사노맹,2020-05-31 21:57:00,078600,572,4,[2020총선] 주사파·사노맹戰士가 주인된 정치집단이 주인된..주사파·사노맹戰士의 꼭두각시? 이런 자도 국회의원?..김남국..
원재료 50,2020-02-29 23:53:00,096530,681,8,원재료 50% 수입. 국내꺼를 늘린다?
원재료 50,2020-02-29 23:45:00,096530,511,7,원재료 50% 수입이라는데도 ㄱ ㅐ 소리들만 하네.
원재료 50,2020-02-29 23:19:00,096530,651,4,원재료 50% 수입 전자공시보고
원재료 50,2020-02-29 23:25:00,096530,530,5,원재료 50%수입 어디냐? 로슈면 그야말로 악재.
코로나 영국임상,2020-10-31 21:48:00,068270,1190,4,●램시마 코로나 영국임상 결과 논문 실리네
코로나 영국임상,2020-10-31 22:01:00,068270,1315,3,●램시마 코로나 영국임상 결과 논문 실리네
코로나 영국임상,2020-10-31 23:19:00,068270,1604,2,●램시마 코로나 영국임상 결과 논문 실리네!!!
코로나 영국임상,2020-10-31 21:28:00,068270,1140,2,●램시마 코로나 영국임상 결과 논문 실리네
영국임상 결과,2020-10-31 21:48:00,068270,1190,4,●램시마 코로나 영국임상 결과 논문 실리네
영국임상 결과,2020-10-31 22:01:00,068270,1315,3,●램시마 코로나 영국임상 결과 논문 실리네
영국임상 결과,2020-10-31 23:19:00,068270,1604,2,●램시마 코로나 영국임상 결과 논문 실리네!!!
영국임상 결과,2020-10-31 21:28:00,068270,1140,2,●램시마 코로나 영국임상 결과 논문 실리네
결과 논문,2020-10-31 21:48:00,068270,1190,4,●램시마 코로나 영국임상 결과 논문 실리네
결과 논문,2020-10-31 22:01:00,068270,1315,3,●램시마 코로나 영국임상 결과 논문 실리네
결과 논문,2020-10-31 23:19:00,068270,1604,2,●램시마 코로나 영국임상 결과 논문 실리네!!!
결과 논문,2020-10-31 21:28:00,068270,1140,2,●램시마 코로나 영국임상 결과 논문 실리네
논문 실리네,2020-10-31 21:48:00,068270,1190,4,●램시마 코로나 영국임상 결과 논문 실리네
논문 실리네,2020-10-31 22:01:00,068270,1315,3,●램시마 코로나 영국임상 결과 논문 실리네
논문 실리네,2020-10-31 23:19:00,068270,1604,2,●램시마 코로나 영국임상 결과 논문 실리네!!!
논문 실리네,2020-10-31 21:28:00,068270,1140,2,●램시마 코로나 영국임상 결과 논문 실리네
홈피 공지,2020-03-31 23:27:00,053030,3270,4,3/31 바이넥스 홈피 공지
홈피 공지,2025-05-31 23:04:00,007390,828,4,네이처셀 홈피 공지
홈피 공지,2022-11-30 23:19:00,048410,640,5,현바  홈피 공지 읽어라
의사파업 지지,2020-08-31 23:51:00,035720,664,20,의사파업 지지 청원
의사파업 지지,2020-08-31 23:49:00,019170,244,15,의사파업 지지 청원
의사파업 지지,2020-08-31 23:48:00,011000,347,7,의사파업 지지 청원
지지 청원,2020-08-31 23:51:00,035720,664,20,의사파업 지지 청원
지지 청원,2020-08-31 23:49:00,019170,244,15,의사파업 지지 청원
지지 청원,2020-08-31 23:48:00,011000,347,7,의사파업 지지 청원
어떻게 보십니까,2021-09-30 23:54:00,104480,1352,8,목표가 어떻게 보십니까?
어떻게 보십니까,2023-12-31 23:51:00,229640,731,5,선생님들 LS머트리얼즈는 어떻게 보십니까
어떻게 보십니까,2021-01-31 23:14:00,028260,509,4,구정때 이재용 사면 가능성 어떻게 보십니까?
고대 안산병원,2020-07-31 23:04:00,019170,1015,10,고대 안산병원 임상시험중. 효과 확인 간호사
고대 안산병원,2020-07-31 23:11:00,019170,1042,5,고대 안산병원 기사뜨면 문닫고 10연상
고대 안산병원,2020-07-31 23:08:00,019170,848,3,고대 안산병원 임상 투약중
ira 최고수혜,2023-03-31 23:30:00,003670,1383,6,☆IRA 최고수혜 : 앨엔에프
ira 최고수혜,2023-03-31 23:32:00,247540,507,8,☆ IRA 최고수혜 : 엘앤에프 이유
ira 최고수혜,2023-03-31 23:59:00,101670,692,5,☆IRA 최고수혜 : 엘앤에프
염승환 이사님이,2023-08-31 23:42:00,352820,719,12,염승환 이사님이 엔터주는 먹을게 없대요
염승환 이사님이,2023-08-31 23:40:00,035900,726,9,염승환 이사님이 엔터주는 먹을 게 없대요.
염승환 이사님이,2023-08-31 23:44:00,041510,1330,4,염승환 이사님이 엔터주는 먹을 게 없대요
이사님이 엔터주는,2023-08-31 23:42:00,352820,719,12,염승환 이사님이 엔터주는 먹을게 없대요
이사님이 엔터주는,2023-08-31 23:40:00,035900,726,9,염승환 이사님이 엔터주는 먹을 게 없대요.
이사님이 엔터주는,2023-08-31 23:44:00,041510,1330,4,염승환 이사님이 엔터주는 먹을 게 없대요
이낙연 아들,2020-04-30 22:36:00,019590,1219,6,"2020. 4월 중순 현재 이 분들 보면 弔國子女가 오버랩? [이낙연 아들, 38세, 정신건강의학과 교수]☞..[김남국, 39세, 변호사]☞.."
이낙연 아들,2020-04-30 23:14:00,061970,1062,4,"이 사람(이낙연 아들, 정신건강의학과 교수, 식품학과? → 부산의전원?) 보니 역대최대최고비리 弔國(사노맹戰士) 딸이 오버랩.."
이낙연 아들,2020-05-31 23:40:00,005710,561,6,"이낙연 아들(38, 정신건강의학과)..""코로나19는 코로 나온다""..등등..이 사람에게는 ""코로나19""는 말장난개그라고라~"
50 수입,2020-02-29 23:53:00,096530,681,8,원재료 50% 수입. 국내꺼를 늘린다?
50 수입,2020-02-29 23:45:00,096530,511,7,원재료 50% 수입이라는데도 ㄱ ㅐ 소리들만 하네.
50 수입,2020-02-29 23:19:00,096530,651,4,원재료 50% 수입 전자공시보고
50 수입,2020-02-29 23:25:00,096530,530,5,원재료 50%수입 어디냐? 로슈면 그야말로 악재.
속보 g20서,2021-10-31 21:55:00,052690,967,5,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
속보 g20서,2021-10-31 21:51:00,130660,779,4,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
속보 g20서,2021-10-31 21:56:00,034020,1482,1,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
g20서 한국,2021-10-31 21:55:00,052690,967,5,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
g20서 한국,2021-10-31 21:51:00,130660,779,4,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
g20서 한국,2021-10-31 21:56:00,034020,1482,1,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
한국 2050년까지,2021-10-31 21:55:00,052690,967,5,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
한국 2050년까지,2021-10-31 21:51:00,130660,779,4,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
한국 2050년까지,2021-10-31 21:56:00,034020,1482,1,"[속보] 文, G20서 ""한국 2050년까지 석탄발전 전면 폐기"""
